Open,High,Low,Close,Volume
12.35000038,12.35000038,12.35000038,12.35000038,86332
11.75,11.75,11.75,11.75,26582
11.19999981,11.19999981,11.19999981,11.19999981,18665
10.64999962,10.64999962,10.64999962,10.64999962,135092
10.14999962,10.14999962,10.14999962,10.14999962,174585
9.649999619,9.649999619,9.649999619,9.649999619,57004
9.199999809,9.199999809,9.199999809,9.199999809,98756
8.75,8.75,8.75,8.75,55411
9.149999619,9.149999619,8.350000381,8.350000381,1859340
9.600000381,9.600000381,9.600000381,9.600000381,26271
10.05000019,10.05000019,9.350000381,10.05000019,1450743
10.55000019,10.55000019,10.55000019,10.55000019,67006
11.05000019,11.05000019,11.05000019,11.05000019,10375
11.05000019,11.60000038,11.05000019,11.60000038,17180
12.14999962,12.14999962,12.14999962,12.14999962,8609
12.75,12.75,12.75,12.75,554019
13.35000038,13.35000038,13.35000038,13.35000038,234846
13.35000038,14.01000023,13.35000038,14.01000023,151802
14.71000004,14.71000004,14.71000004,14.71000004,69668
15.43999958,15.43999958,15.43999958,15.43999958,85441
15.43999958,16.20999908,14.81000042,16.18000031,968409
17.02000046,17.02000046,16.25,17.02000046,902263
16.28000069,17.70999908,16.20000076,17.70999908,370227
15.47000027,16.45000076,15.47000027,15.69999981,432153
14.69999981,15.47000027,14.69999981,15.47000027,29496
13.97000027,14.69999981,13.97000027,13.97000027,263926
13.27999973,13.59000015,13.27999973,13.27999973,59831
12.75,13.5,12.69999981,13.5,96264
13.10999966,13.38000011,12.5,13.14999962,269106
13.13000011,13.60000038,12.80000019,13.48999977,51585
13.34000015,13.47999954,13,13.47999954,43008
13.18999958,13.5,13.05000019,13.5,15509
12.98999977,13.5,12.61999989,13.25,40572
13.15999985,13.35000038,12.75,13.35000038,89021
12.81000042,13.43000031,12.72000027,13.43000031,22572
12.17000008,13.30000019,12.17000008,12.89999962,46881
11.56999969,12.14000034,11.56999969,12.14000034,79916
11.97999954,12.14000034,11,11.05000019,101297
12.09000015,12.56000042,11.60000038,11.60000038,42318
12.22000027,12.39000034,11.98999977,12.14999962,42420
12.26000023,12.61999989,12,12.48999977,62988
12,12.78999996,11.72000027,12.78999996,23625
11.72999954,12.46000004,11.60000038,12,22330
11.14999962,11.75,11.14999962,11.75,23922
10.60000038,11.14999962,10.60000038,11.14999962,37145
11.10000038,11.13000011,10.5,11,46886
11.57999992,11.64999962,11.06999969,11.5,61569
11.25,11.89000034,11.10000038,11.89000034,42600
11.11999989,11.5,11,11.5,46521
11.19999981,11.39999962,10.98999977,11.13000011,14481
11.05000019,11.5,10.97999954,11.39000034,34031
11.14999962,11.25,10.75,11.05000019,7453
10.81999969,11.14999962,10.72000027,11.14999962,14204
10.38000011,11.25,10.27999973,11.25,107660
10.14999962,10.89000034,10.02000046,10.89000034,19140
9.890000343,10.59000015,9.699999809,10.14999962,28130
10.15999985,10.38000011,10,10.27000046,22476
10.25,10.44999981,10,10.43999958,9689
10.65999985,10.76000023,10.06000042,10.55000019,83272
10.25,10.89999962,10.13000011,10.69999981,89101
10.18000031,10.44999981,9.960000038,10.44999981,17347
10.22000027,10.43999958,10.18000031,10.43999958,7062
10,10.53999996,9.789999962,10.53999996,152179
10.02000046,10.10000038,9.81000042,10.10000038,81508
9.970000267,10,9.75,9.75,12952
10.05000019,10.25,9.819999695,9.819999695,19178
10.03999996,10.31000042,9.710000038,10.05000019,23269
10.06000042,10.5,10,10.35999966,10662
10.13000011,10.30000019,10.02000046,10.22000027,47766
9.979999542,10.39999962,9.649999619,10.35000038,14508
9.899999619,10.10000038,9.699999809,10.01000023,28668
9.930000305,10.35000038,9.800000191,10.35000038,23940
9.930000305,10.23999977,9.600000381,10.23999977,8214
9.600000381,10,9.56000042,10,18197
9.529999733,9.659999847,9.149999619,9.600000381,91541
9.529999733,9.949999809,9.229999542,9.229999542,77433
9.609999657,9.920000076,9.5,9.539999962,108528
9.899999619,9.899999619,9.609999657,9.609999657,55847
9.75,10.10000038,9.600000381,10.10000038,10449
10.22999954,10.30000019,9.75,9.75,24769
11.23999977,11.25,10.26000023,10.26000023,50396
11.80000019,12,11.25,11.44999981,63568
11.75,12.44999981,11.60000038,12.44999981,34457
12.68999958,12.85000038,11.35000038,11.75,56343
12.28999996,13,12.06000042,13,42305
11.75,12.28999996,11.72000027,12.28999996,23163
12.06999969,12.30000019,11.39999962,11.5,51788
11.96000004,12.19999981,11.80000019,11.80000019,25017
12.19999981,12.55000019,11.89999962,11.89999962,53663
12.38000011,12.64999962,12.10999966,12.25,30008
12.60999966,12.89999962,12.30000019,12.69999981,35968
12.82999992,12.94999981,12.5,12.60999966,34903
13.47000027,13.47000027,12.85000038,12.85000038,87035
14.14000034,14.14000034,13.51000023,14,81148
14.69999981,14.84000015,14.25,14.78999996,147920
15.43000031,15.43000031,14.39999962,15.23999977,105294
16.05999947,16.20000076,15.43000031,15.89000034,125063
15.30000019,16.20000076,15.30000019,16.14999962,87780
14.55000019,15.39999962,14.55000019,15.30000019,10160
13.85000038,14.30000019,13.85000038,14.30000019,39166
13.19999981,13.94999981,13.19999981,13.85000038,67146
13,14,12.5,14,34038
13.25,13.89999962,12.64999962,13.10000038,7647
13.39999962,13.80000019,12.89999962,13.80000019,22116
13.55000019,14.39999962,13.39999962,14.39999962,16977
13.44999981,13.80000019,13.35000038,13.69999981,17302
13.19999981,14,12.14999962,13.44999981,39994
12.80000019,13.30000019,12.30000019,13.30000019,22617
12.44999981,13.19999981,12.19999981,12.80000019,28523
12.25,12.64999962,12.14999962,12.44999981,10700
11.89999962,12.80000019,11.85000038,12.25,24084
11.69999981,12,11.60000038,11.89999962,15526
11.64999962,12.14999962,11,11.69999981,56306
11.30000019,12,11,11.30000019,23416
10.55000019,11.69999981,10.19999981,11.30000019,42102
11.60000038,11.60000038,10.5,10.55000019,43671
12.75,12.75,11.80000019,11.80000019,33229
13.30000019,13.39999962,12.25,13.39999962,37701
13.10000038,13.80000019,13,13,11280
13.31999969,13.75,12.69999981,13.44999981,30378
13.22000027,13.75,13.10000038,13.19999981,13401
13.13000011,13.80000019,12.25,12.25,31594
12.68999958,13.05000019,12.5,12.5,12221
13.52999973,13.94999981,12.64999962,13,46427
13.88000011,14.10000038,13.10000038,13.44999981,63447
14.40999985,15.19999981,13.80000019,15.19999981,68771
14.43999958,14.75,13.55000019,14.5,45204
14.02000046,14.69999981,13.89999962,14.39999962,14296
13.64999962,14.43999958,13.60000038,14.39999962,6914
13.40999985,13.89999962,13.14999962,13.19999981,9019
13.75,13.89999962,12.75,13.89999962,21594
13.47999954,13.85000038,12.69999981,13.39999962,32414
12.30000019,13.05000019,12.14000034,13.05000019,34845
12.18000031,12.60000038,12,12.19999981,5358
12.05000019,12.5,11.60000038,12.30000019,24113
11.89000034,12,11.25,11.46000004,22459
12.02000046,12.80000019,11.80000019,11.89999962,21037
11.78999996,12.43000031,11.64999962,12,12207
11.89000034,12.38000011,11.75,11.77000046,35082
12.02999973,12.52999973,12,12.39999962,11028
12.25,12.5,12.10000038,12.35000038,3303
11.97999954,12.35000038,11.94999981,12.05000019,4478
11.81999969,12.39999962,11.80000019,12.10999966,12443
11.64000034,12,11.51000023,11.81999969,14175
11.64999962,11.94999981,11.63000011,11.69999981,5764
11.60999966,12.30000019,11.5,11.69999981,18097
11.52000046,12,11.39999962,11.64999962,22358
10.90999985,11.97999954,10.85000038,11.97999954,31178
11.38000011,12,11,11.5,124921
11.32999992,12,11.15999985,11.93999958,23145
11.52999973,11.60000038,11.17000008,11.47999954,10183
11.22999954,11.56999969,11.05000019,11.27000046,33396
11.14999962,11.48999977,11,11.19999981,9928
11.10000038,11.35000038,11.06000042,11.25,13969
10.97000027,11.64999962,10.90999985,11.64999962,19451
10.97999954,11.10000038,10.75,10.97000027,7111
10.68999958,10.80000019,10.31999969,10.71000004,32564
10.98999977,11.09000015,10.72000027,11.09000015,18490
10.93999958,11,10.52000046,11,12387
10.48999977,11.03999996,10.31999969,11,19753
10.51000023,10.80000019,10.27999973,10.68999958,19560
10.47999954,10.72999954,10.35000038,10.63000011,22149
10.57999992,10.94999981,10.39999962,10.93999958,18222
10.44999981,10.68999958,10,10.39999962,26209
10.53999996,10.59000015,10.22000027,10.59000015,6695
10.31000042,10.61999989,10.30000019,10.30000019,4466
9.590000153,10.19999981,9.399999619,10,35841
9.979999542,10.80000019,8.899999619,9.100000381,46848
8.970000267,10,8.850000381,9.699999809,21855
9.449999809,9.970000267,9.199999809,9.899999619,24473
9.729999542,9.949999809,9,9.300000191,36355
10.89000034,11.5,9,9.729999542,196661
10.26000023,11.80000019,9.859999657,11,129564
9.600000381,9.81000042,9.399999619,9.81000042,22556
9.880000114,10.55000019,9.050000191,9.989999771,34977
8.989999771,10.39000034,8.800000191,9.010000229,148049
9.229999542,9.449999809,8.199999809,8.199999809,15283
9.199999809,9.600000381,9.140000343,9.140000343,15020
9.489999771,11,9.319999695,10,60436
9.779999733,11.30000019,9.550000191,10.5,64791
9.180000305,10.73999977,9,9.779999733,55523
9.18999958,9.640000343,9.100000381,9.220000267,28299
9.06000042,9.739999771,9,9.199999809,33250
9.109999657,9.350000381,9.020000458,9.350000381,11544
9.649999619,10.25,9,9.270000458,38880
9.380000114,9.880000114,9.130000114,9.880000114,13225
9.220000267,9.880000114,9.170000076,9.880000114,9407
9.239999771,9.680000305,9.18999958,9.229999542,8223
9.119999886,9.5,9,9.140000343,25408
9.18999958,9.350000381,8.949999809,9,7496
9.149999619,9.539999962,9.100000381,9.539999962,18372
9.119999886,9.260000229,9.100000381,9.260000229,3013
9.06000042,9.279999733,8.949999809,9.199999809,115936
9.06000042,9.539999962,8.970000267,9.289999962,27681
8.979999542,9.199999809,8.699999809,9.149999619,7204
8.979999542,9.119999886,8.800000191,8.899999619,11983
8.880000114,9.359999657,8.579999924,9,12531
8.970000267,9.010000229,8.600000381,8.710000038,22510
8.970000267,8.989999771,8.5,8.5,18150
8.710000038,9,8.56000042,8.569999695,9740
8.720000267,9.18999958,8.510000229,9,10994
8.630000114,8.899999619,8.600000381,8.600000381,3447
8.5,8.819999695,8.5,8.619999886,6992
8.350000381,8.680000305,8.350000381,8.5,8060
8.100000381,8.600000381,8,8.600000381,11364
8.75,8.869999886,7.900000095,8.550000191,3322
8.430000305,8.949999809,8.300000191,8.5,2378
8.270000458,8.75,8,8.050000191,108088
8.069999695,8.329999924,8.020000458,8.050000191,5199
8.050000191,8.270000458,7.960000038,8.109999657,5064
8.050000191,8.18999958,7.809999943,8.18999958,8864
8.43999958,8.489999771,7.849999905,7.949999809,3369
8.130000114,8.479999542,8,8.199999809,3205
8.149999619,8.75,7.800000191,7.800000191,8835
7.760000229,8.239999771,7.5,8.050000191,27804
7.920000076,7.96999979,7.699999809,7.769999981,6896
7.78000021,7.800000191,7.650000095,7.789999962,6129
7.420000076,7.800000191,7.400000095,7.559999943,19769
7.5,7.75,7.329999924,7.75,2731
7.590000153,7.75,7.03000021,7.679999828,16403
7.789999962,8,7.25,7.699999809,11409
8.449999809,8.5,7.619999886,7.619999886,16819
8.069999695,8.619999886,8,8.31000042,16676
8.25,8.75,8,8.600000381,23169
8.159999847,8.489999771,8.100000381,8.100000381,5350
9.760000229,9.789999962,7.800000191,7.800000191,153987
9.850000381,10.35000038,9.489999771,10,107806
9.859999657,10.27999973,9.630000114,9.630000114,35309
9.880000114,10.05000019,9.399999619,9.399999619,59857
9.069999695,9.800000191,9,9.739999771,57355
8.789999962,9,8.710000038,9,127929
8.5,8.5,8.359999657,8.5,39017
8.380000114,8.5,8.350000381,8.5,14750
8.029999733,8.699999809,7.96999979,8,104285
8.109999657,8.430000305,7.75,7.900000095,7757
7.949999809,8.25,7.710000038,8,2529
7.869999886,8.340000153,7.559999943,7.769999981,15287
7.519999981,8,7.480000019,7.800000191,6350
7.539999962,7.889999866,7.400000095,7.519999981,11849
7.699999809,7.800000191,7.210000038,7.599999905,7046
7.380000114,7.599999905,7.360000134,7.5,8949
7.360000134,7.699999809,7.340000153,7.5,11504
7.679999828,7.699999809,7,7.400000095,11487
7.409999847,7.579999924,7.300000191,7.510000229,26299
7.489999771,7.78000021,7.110000134,7.679999828,196867
7.5,7.590000153,7.210000038,7.309999943,60051
7.150000095,7.559999943,7.150000095,7.559999943,21355
7.289999962,7.300000191,6.960000038,6.96999979,23799
7.650000095,7.650000095,7.369999886,7.639999866,34735
8.029999733,8.029999733,8.029999733,8.029999733,12738
8.090000153,8.409999847,7.630000114,8.409999847,10832
7.800000191,8.100000381,7.710000038,7.929999828,5412
7.420000076,8.18999958,7.420000076,8.18999958,10243
7.059999943,7.389999866,7.050000191,7.119999886,15940
6.730000019,7.25,6.710000038,6.849999905,108785
6.53000021,7,6.400000095,6.510000229,16344
6.699999809,6.849999905,6.590000153,6.71999979,53099
7.03000021,7.03000021,6.409999847,7.03000021,11194
6.960000038,7.360000134,6.900000095,7.300000191,10275
7.289999962,7.300000191,7.010000229,7.300000191,6422
7.130000114,7.239999771,7.119999886,7.130000114,4855
7.349999905,7.480000019,7,7.099999905,46118
7.019999981,7.699999809,7,7.699999809,108133
7.349999905,7.369999886,6.949999809,7.150000095,41507
7.550000191,7.670000076,7.199999809,7.369999886,3117
7.789999962,7.829999924,7.309999943,7.550000191,911
7.880000114,8.140000343,7.659999847,8,4811
7.599999905,8.229999542,7.25,8.229999542,3182
7.820000172,8.100000381,7.650000095,7.800000191,3879
8.020000458,8.100000381,7.670000076,8.100000381,6087
7.840000153,8.199999809,7.809999943,8,3573
7.800000191,7.800000191,7.800000191,7.800000191,825
7.760000229,8,7.579999924,8,2822
7.659999847,8,7.5,7.5,980
7.929999828,8.399999619,7.809999943,8.270000458,3248
7.96999979,8.220000267,7.679999828,7.809999943,1474
8,8.199999809,7.989999771,8.199999809,1180
8.100000381,8.5,7.849999905,8,6327
7.590000153,8.18999958,7.300000191,7.710000038,3340
7.769999981,7.789999962,7.329999924,7.420000076,8467
7.639999866,7.880000114,7.409999847,7.699999809,7691
7.699999809,7.989999771,7.329999924,7.989999771,5368
7.340000153,7.940000057,7.300000191,7.940000057,11063
7.429999828,7.670000076,7.260000229,7.349999905,1795
7.190000057,7.5,7.099999905,7.400000095,16161
7.550000191,7.739999771,7.099999905,7.199999809,15581
7.389999866,7.75,7.309999943,7.739999771,13572
7.420000076,8,7.269999981,8,30292
7.960000038,8.159999847,7.349999905,8.149999619,67477
7.809999943,8.149999619,7.650000095,7.75,11553
7.800000191,8.229999542,7.699999809,8.229999542,757
7.699999809,8,7.449999809,7.699999809,4860
7.800000191,8.470000267,7.349999905,8.18999958,46885
7.909999847,8.140000343,7.619999886,7.809999943,16073
8.069999695,8.180000305,7.800000191,8.180000305,30797
8.279999733,8.289999962,7.519999981,7.519999981,60627
8.680000305,8.890000343,8.289999962,8.390000343,141389
8.659999847,9.18999958,8.409999847,8.680000305,97872
8.470000267,9,8.359999657,8.659999847,15126
8.109999657,8.300000191,7.800000191,8.300000191,19860
8.149999619,8.25,7.869999886,8.109999657,24035
7.619999886,8,7.5,8,18123
7.889999866,8.199999809,7.25,7.949999809,72150
7.940000057,8,7.75,7.989999771,29312
8.220000267,8.260000229,7.699999809,7.710000038,7350
7.889999866,8.300000191,7.849999905,8.300000191,22674
7.659999847,7.949999809,7.579999924,7.800000191,3797
7.659999847,7.900000095,7.5,7.5,98096
7.820000172,8,7.360000134,7.360000134,13706
7.920000076,8.600000381,7.519999981,8,57820
9,9.5,7.909999847,7.909999847,43004
10.27999973,10.80000019,9,9,303763
9.789999962,10.31000042,9.430000305,10,42744
9.710000038,10,9.329999924,9.960000038,26663
9.859999657,10.14999962,9.270000458,9.270000458,27477
9.510000229,9.989999771,8.649999619,8.649999619,2748
10,10.30000019,9.569999695,9.890000343,44452
10.10999966,11.73999977,9.649999619,9.649999619,80607
10.25,10.73999977,9.899999619,10.69999981,44412
10.56000042,10.80000019,10.19999981,10.5,82201
10.56000042,10.86999989,10.35000038,10.35000038,124556
10.5,10.77999973,10.05000019,10.05000019,58744
10.19999981,10.69999981,10.14999962,10.15999985,11354
9.329999924,9.949999809,9.050000191,9.850000381,32315
9.539999962,9.789999962,9.31000042,9.779999733,86268
9.399999619,9.989999771,9.109999657,9.109999657,1051
9.829999924,9.869999886,9,9.199999809,6752
10.19999981,10.19999981,9.699999809,9.800000191,10400
9.800000191,10.30000019,9.800000191,10.30000019,1511
10.06000042,10.19999981,9.5,10,17785
9.699999809,10,9.600000381,9.670000076,1186
9.449999809,10,9.380000114,10,560
9.720000267,9.899999619,9.050000191,9.600000381,24809
9.25,9.5,9.25,9.409999847,1870
9.350000381,9.350000381,9,9,1642
9.699999809,9.699999809,9,9.5,23650
10.02999973,10.09000015,9.229999542,9.75,14419
10.30000019,10.5,9.609999657,10.39999962,15440
10.09000015,10.39000034,9.789999962,9.81000042,15921
9.850000381,10.48999977,9.600000381,10,53972
9.449999809,10.19999981,9.359999657,9.600000381,52839
9.859999657,9.920000076,9.100000381,9.100000381,6681
